44.59  24.88 
352.86   2.47 
43.74   1.51 
138.78   6.09 
57.45  53.29 
34.57  53.09 
168.06  65.08 
2704.09  11.16 
171.94   1.75 
 2.24  95.37 
11.78  27.81 
 8.12   9.69 
1062.70  79.31 
116.49  52.39 
288.32   8.57 
21.73  47.38 
80.52  30.07 
46.30  19.84 
16.66   0.81 
 8.10   4.34 
38.48   8.17 
134.06  107.92 
295.80  23.28 
36.40  27.54 
 6.17   6.53 
39.74   2.95 
528.58  48.90 
368.66  53.48 
15.90   7.34 
78.43   6.07 
24.95   6.27 
226.99  13.70 
62.27  84.58 
107.77  28.49 
61.43   2.57 
313.49  22.24 
46.39  101.30 
81.69  31.20 
19.59  46.66 
64.60  117.85 
63.91  11.22 
12.75  15.57 
1208.36  15.33 
 4.59  20.40 
15.74  16.72 
299.80  22.76 
21.87  118.15 
368.32   3.10 
62.70   6.21 
13.63   8.49 
 8.36  11.33 
462.26   5.74 
227.70   2.31 
176.43  15.48 
117.29   9.33 
11.76  20.91 
539.24  10.26 
230.75  31.34 
16.52   5.48 
33.68   3.27 
52.26  19.76 
38.24  120.59 
 7.55   4.66 
 2.50  17.93 
50.31  66.72 
 6.27  12.44 
59.61  73.79 
2110.26  15.50 
40.83  164.77 
445.90   0.73 
200.97   2.69 
37.64  12.98 
372.70  41.75 
154.25  87.10 
88.95  95.02 
609.80  134.60 
218.05  153.26 
7937.70  69.02 
52.43  32.68 
61.97   6.05 
293.53  59.27 
19.80  58.47 
201.69   1.68 
352.81  18.49 
50.39  33.65 
547.42  38.48 
1735.14   3.99 
12.36  10.05 
190.08  47.94 
204.97  30.81 
103.35  13.48 
20.94  16.62 
1153.00  20.17 
501.12   1.30 
327.93  34.29 
596.41  146.82 
1038.61   0.92 
 9.52  23.23 
33.27  19.85 
32.43  62.47 
28.37   8.54 
18.22  13.52 
53.55  37.20 
33.83  18.44 
646.15  106.16 
106.45  149.54 
257.41  11.07 
2208.32  41.55 
18.97   9.52 
183.04  130.96 
39.37   1.29 
328.25   7.13 
 8.78  1933.80 
204.21  49.09 
23.80  68.20 
60.03  78.76 
176.04  13.53 
972.25  11.47 
69.08  29.37 
174.40  33.06 
237.05  16.94 
 7.74   1.11 
 2.13  84.65 
24.21   8.48 
245.41  83.87 
66.06  19.12 
1054.27  19.60 
27.94   8.57 
53.68   1.85 
623.65  10.83 
317.69  80.64 
40.79   1.32 
41.81  67.48 
148.24  25.72 
86.78   9.38 
33.35  48.58 
15.67   6.73 
23.58   5.13 
11.07  14.53 
165.71  40.63 
11.57  27.04 
15.30  36.36 
934.88  271.46 
2286.38  114.63 
2816.86  355.59 
34.31  1043.49 
10.93   1.65 
647.93   7.04 
10.35  19.32 
121.38  188.21 
489.34  68.04 
179.03  217.59 
12.53  44.87 
59.97   6.67 
468.03  11.58 
147.49  14.22 
110.01   9.03 
51.48  12.74 
121.84  19.01 
778.79   4.22 
95.74  97.46 
912.14  35.56 
244.67  13.09 
197.36  11.74 
42.03  14.14 
25.48  26.87 
62.59  57.21 
89.25  18.71 
374.94  11.84 
767.98   7.72 
58.80   9.31 
10.29  44.84 
18.80  107.13 
1747.00  126.63 
31.65   7.51 
 9.33   2.21 
66.50  144.37 
97.31  21.19 
79.36  125.02 
 2.68  58.20 
18.43  102.65 
69.40  31.07 
 4.01   8.10 
923.40   0.09 
11.29   7.63 
34.57  17.47 
30.94   2.55 
392.63   8.40 
208.00   8.88 
76.78  39.23 
44.38  17.79 
99.41  557.13 
657.99  69.10 
153.75   7.84 
40.11   7.31 
491.04  47.69 
47.41  21.90 
42.95  60.99 
90.10  58.24 
4648.89   5.60 
4658.36  37.60 
108.21  49.43 
367.90   3.45 
93.80  17.83 
92.50  17.46 
57.73   0.23 
11.13   8.48 
 6.60  82.78 
16.87   1.49 
220.70  19.05 
986.44  12.78 
211.47   8.90 
 6.56   1.78 
57.37  27.94 
 8.26  50.96 
752.46  99.60 
57.66  11.77 
15.75  68.75 
272.87  42.57 
105.15  13.92 
475.81  74.09 
233.75  52.77 
30.03  15.46 
39.50   0.58 
17.15  233.64 
376.09  81.73 
732.12  58.29 
19.31   9.76 
81.45  10.14 
24.13  94.08 
12.78  175.37 
41.65  24.27 
581.49  87.79 
2386.43  195.77 
438.77  90.16 
50.03  68.52 
39.50   1.78 
96.03  158.52 
46.24   7.03 
524.19  24.02 
24.14  11.87 
232.54  17.66 
 4.51   1.59 
57.07   4.93 
1017.15  17.70 
44.66  64.70 
65.83  121.33 
49.26   5.62 
11.23  25.57 
264.63  98.06 
71.29  17.34 
46.63  56.85 
1297.17   4.45 
 6.39   8.77 
408.00  116.05 
1111.82   1.08 
70.86  11.00 
24.18  22.11 
1154.58   1.02 
21.52  89.43 
130.46  28.19 
20.80  75.77 
1408.29  13.77 
118.99  81.00 
217.41  20.45 
57.79   4.24 
1165.09   5.29 
174.51  74.96 
96.20  53.26 
107.90  23.59 
40.85  19.57 
134.55  15.17 
55.10   7.76 
112.38  161.93 
13380.50  56.02 
40.96   2.55 
29.49   1.89 
351.35  81.18 
42.13  21.99 
52.49  11.57 
 2.07  44.45 
236.25   1.20 
12.43  14.52 
172.55  51.22 
220.02   0.89 
279.10  24.37 
63.17  16.10 
22.11   2.68 
182.62   2.95 
494.92  297.66 
14.26   4.07 
 6.07  55.66 
17.10  59.66 
29.64  203.78 
1030.76   5.50 
 1.23   5.78 
63.96   1.05 
55.53   2.95 
37.99   9.48 
29.16  35.69 
19.96  45.47 
614.93   8.46 
175.17   8.88 
26.38   2.58 
32.24  66.34 
32.08  57.70 
266.62  28.77 
80.87  101.67 
128.27  25.98 
34.60  457.38 
21.55  34.74 
510.54  198.84 
65.19  126.64 
417.39  1552.84 
175.01   0.42 
27.58   4.32 
642.20  215.70 
115.70  257.51 
275.81  13.91 
24.11   0.13 
72.95  11.51 
146.65  161.86 
119.36  14.72 
78.93  246.13 
22.09  117.94 
301.87   5.31 
33.27   1.88 
33.68  82.94 
51.92  104.90 
337.80  11.77 
272.80   1.18 
40.03  41.92 
113.40  57.55 
43.38  12.93 
18.05   8.33 
56.16   3.19 
339.29  1861.58 
124.80  224.50 
94.34  23.18 
1347.75  19.62 
12.17   2.74 
38.12   9.36 
25.59   4.62 
11.11   2.72 
595.11  62.94 
769.56  55.89 
47.39  12.89 
 5.95   9.15 
787.01  10.69 
